"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"72" "bagFDA_prune8" 1.2678 0.936532932415091 0.9524 0.9365
"78" "rf_mtry32" 1.2784 0.936573943357736 0.9429 0.9366
"98" "parRF_mtry16" 1.2784 0.936573943357736 0.9429 0.9366
"16" "sda_L0.5" 1.3081 0.936684473444336 0.9333 0.9367
"59" "svmPoly_d_3_s_0.1" 1.3397 0.936795548929604 0.919 0.9368
"40" "SMV" 1.3588 0.936859757462039 0.9333 0.9369
"55" "svmPoly_d_2_s_0.01" 1.3928 0.936968763672732 0.919 0.937
"77" "rf_mtry16" 1.459 0.937164152124433 0.9381 0.9372
"80" "rf_mtry128" 1.459 0.937164152124433 0.9381 0.9372
"100" "parRF_mtry64" 1.459 0.937164152124433 0.9381 0.9372
"58" "svmPoly_d_3_s_0.01" 1.5206 0.937328466987979 0.9286 0.9373
