"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"32" "mlp_9" 1.7652 0.976459969394364 0.9836 0.9765
"34" "avNNet_decay01" 1.7652 0.976459969096884 0.9781 0.9765
"48" "svmLinear_C2" 1.7652 0.976459969396249 0.9863 0.9765
"112" "Ibk_k7" 2.0805 0.981398963645893 0.9672 0.9814
"21" "mda_subc2" 2.0849 0.981479241151218 0.9699 0.9815
"113" "Ibk_k9" 2.0864 0.981501960366539 0.9699 0.9815
"40" "SMV" 2.0928 0.981580833482708 0.9836 0.9816
"44" "svmRadialCost_C2" 2.1026 0.981660206607694 0.9836 0.9817
"24" "W_NB" 2.4435 0.986044786669512 0.9809 0.986
"126" "OptimalClass" 2.4443 0.986050685011422 1 0.9861
"49" "svmLinear_C4" 2.4456 0.986059178206046 0.9891 0.9861
"50" "svmLinear_C8" 2.4456 0.986059178206046 0.9891 0.9861
